Model,Model Desc,Product Type,Product Sub-Type,Brand,MSRP,Class,Qty,Price,Total Amt
MZF34X16DW,"16' UPRIGHT FRZ FROST FREE,MAYTAG",Free Standing Freezer,No Frost Vert - Free Standing Frez,MAY,6490,B,10,221,2210
KRFC704FBS,"72"" COUNTERDEPTH FRENCH DOOR EXTERNAL I/",Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,KAD,4399,B,1,1496,1496
KRMF706EBS,5 DOOR FULL DEPTH AK12 PLATFORM,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,KAD,3999,B,1,1360,1360
JDS1450DP,"30"" SI RANGE DF CONV ALT CLN PRO","Freestanding, Food Preparation","Slide-in, Range/Cooker",JEN,3399,B,1,1156,1156
WOC95EC0AS,30 INCH CONV ELEC PYRO COMBO OVEN,"Built-in, Food Preparation",Ovens - Built-in - Food Prep,WHR,3149,B,1,1071,1071
KRFF507EBL,27' EXT. I&W FDBM,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,KAD,2999,B,1,1020,1020
WGE745C0FS,"30"" DOUBLE OVEN RANGE ELECTRIC SS","Freestanding, Food Preparation",Dual Oven FS Range/Cooker,WHR,2898,B,2,493,986
WRF736SDAM,26' XXL EXT I&W FDBM,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,WHR,2299,B,1,782,782
WFG745H0FS,"30"" FS GAS EZ LIFT GRATES SS","Freestanding, Food Preparation",Ranges,WHR,2298,B,2,391,782
MFI2570FEW,WHR FRONT CTRL SELF CLEAN GAS,Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,MAY,2099,B,1,714,714
JIC4430XB,"JENN-AIR INDUCTION CKTP 4 ELEMENT 30"" BL","Built-in, Food Preparation",Cooktops,JEN,1899,B,1,646,646
WRT519SZDM,"19' GLASS TM, MONO SS",Free Standing Refrigerator Freezer,No Frost Top - Free Standing Refr Frez,WHR,1898,B,2,323,646
WZC5422DW,"22' HORIZONTAL FREEZER, WHR",Free Standing Freezer,Direct Cool Horizontal-FreeStanding Frez,WHR,1798,B,2,306,612
JDB9800CWS,FILTER SS TALL TUB BUILT-IN DISHWASHER,Dishwashers,Built-in - Dishwasher,JEN,1599,B,1,544,544
MFF2055FRW,"20 CF, 30"" FDBM, WHITE, ICE MAKER",Free Standing Refrigerator Freezer,No Frost Multi Dr -FreeStandg Refr Frez,MAY,1499,B,1,510,510
NTW4516FW,TOP LOAD WASHER 3.5 PORCELAIN BSKT W/AGI,Washers,Vertical Axis - w/ Agitator,AMA,1497,B,3,170,510
WET4027EW,"27"" ELEC FULL SIZE STACK  240V",Washers / Dryers,Stacked Washer / Dryer Pairs,WHR,1399,B,1,476,476
MDB4949SDZ,"GWS CHOPPER, BUILT-IN DISHWASHER",Dishwashers,Built-in - Dishwasher,MAY,1398,B,2,238,476
MVWB955FW,"ADVANTAGE, HE TOP LOAD WASHER",Washers,Vertical Axis Washer w/Impeller,MAY,1299,B,1,442,442
WRB119WFBM,YMEDB725CGBOTTOM MOUNT,Free Standing Refrigerator Freezer,No Frost Bottom-Free Standing Refr Frez,WHR,1199,B,1,408,408
KDTM354DSS,ROTATING INLET FILTER SS TALL TUB DW,Dishwashers,Built-in - Dishwasher,KAD,1149,B,1,391,391
KDTE254EWH,FILTER SS TALL TUB BUILT-IN DISHWASHER,Dishwashers,Built-in - Dishwasher,KAD,1149,B,1,391,391
MGDB835DW,"29"", AXIAL FLOW DRYER, GAS",Dryers,Air Vented - Dryer TL Matching,WHR,1099,B,1,374,374
